time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2024-12-05T22:04:24.470Z,40.3079986572266,-124.511001586914,10.3000001907349,3.42,ml,26,259,0.1303,0.08,nc,nc75096481,2024-12-06T09:17:21.215Z,"19 km W of Petrolia, CA",earthquake,1.15,0.379999995,0.148,12,automatic,nc,nc
2024-12-05T22:02:54.550Z,40.3056678771973,-124.434669494629,15.5299997329712,1.67,md,13,259,0.0725,0.08,nc,nc75096476,2024-12-05T22:32:15.639Z,"13 km W of Petrolia, CA",earthquake,1.55,0.769999981,0.11,8,automatic,nc,nc
2024-12-05T22:02:23.170Z,40.2929992675781,-124.454498291016,17,2.4,md,8,291,0.08572,0.05,nc,nc75096471,2024-12-05T22:27:18.613Z,"15 km W of Petrolia, CA",earthquake,2.08,0.699999988,0.07,6,automatic,nc,nc
2024-12-05T21:58:38.670Z,40.275333404541,-124.306503295898,18.2199993133545,2.21,md,5,273,0.03055,0.14,nc,nc75096466,2024-12-05T22:27:17.700Z,"6 km SSW of Petrolia, CA",earthquake,10.65,3.50999999,0.11,6,automatic,nc,nc
2024-12-05T21:57:40.580Z,40.3718338012695,-124.585166931152,13.4399995803833,2.27,md,11,301,0.2011,0.06,nc,nc75096461,2024-12-05T22:27:17.612Z,"26 km WNW of Petrolia, CA",earthquake,2.92,0.829999983,0.08,10,automatic,nc,nc
2024-12-05T21:52:56.820Z,40.4073333333333,-124.920333333333,5.39,2.95,md,20,303,0.45,0.21,nc,nc75096446,2024-12-09T21:17:18.449Z,"55 km WNW of Petrolia, CA",earthquake,0.85,1.69,0.134,59,reviewed,nc,nc
2024-12-05T21:47:12.800Z,40.3438333333333,-124.919666666667,10,3.99,ml,167,225,0.4447,0.27,nc,nc75096436,2024-12-07T08:58:18.530Z,"54 km WNW of Petrolia, CA",earthquake,0.67,31.61,0.138,114,reviewed,nc,nc
2024-12-05T21:40:02.310Z,40.365,-125.018166666667,11.42,2.83,md,19,308,0.5221,0.14,nc,nc75096621,2024-12-07T10:32:17.738Z,"62 km WNW of Petrolia, CA",earthquake,0.95,1.62,0.419,13,reviewed,nc,nc
2024-12-05T21:35:47.210Z,40.2921676635742,-124.505165100098,17.9400005340576,2.51,md,20,266,0.1244,0.09,nc,nc75096416,2024-12-06T12:33:10.009Z,"19 km W of Petrolia, CA",earthquake,1.65,0.49000001,0.1,15,automatic,nc,nc
2024-12-05T21:34:48.130Z,40.2343330383301,-124.642333984375,7.44999980926514,2.5,md,11,280,0.2357,0.07,nc,nc75096411,2024-12-05T21:42:19.292Z,"32 km W of Petrolia, CA",earthquake,2.02,2.26999998,0.08,10,automatic,nc,nc
2024-12-05T21:31:51.830Z,40.3108329772949,-124.610832214355,20.8400001525879,2.96,md,39,242,0.2064,0.19,nc,nc75096406,2024-12-06T12:32:50.032Z,"28 km W of Petrolia, CA",earthquake,2.06,0.469999999,0.1,24,automatic,nc,nc
2024-12-05T21:18:19.660Z,40.3466682434082,-124.211669921875,29.5900001525879,2.52,md,26,77,0.06076,0.11,nc,nc75096366,2024-12-06T00:05:35.970Z,"7 km E of Petrolia, CA",earthquake,0.72,1.10000002,0.18,18,automatic,nc,nc
2024-12-05T21:11:48.750Z,40.3128318786621,-124.692665100098,7.05000019073486,2.97,md,8,318,0.3162,0.03,nc,nc75096351,2024-12-06T07:17:18.428Z,"35 km W of Petrolia, CA",earthquake,4.21,2.75999999,0.09,7,automatic,nc,nc
2024-12-05T21:08:34.320Z,40.365,-124.986166666667,0.3,3.4,ml,126,230,0.4979,0.17,nc,nc75096341,2024-12-07T15:52:14.947Z,"60 km WNW of Petrolia, CA",earthquake,0.68,2.26,0.23,49,reviewed,nc,nc
2024-12-05T21:07:26.100Z,40.3455009460449,-124.936836242676,10.5799999237061,3.29,ml,67,243,0.4579,0.26,nc,nc75096336,2024-12-06T06:47:16.057Z,"55 km WNW of Petrolia, CA",earthquake,1.9,1.88,0.134,8,automatic,nc,nc
2024-12-05T21:05:11.930Z,40.3126678466797,-124.428001403809,4.26999998092651,3.27,ml,5,261,0.1768,0.05,nc,nc75096331,2024-12-06T06:32:14.929Z,"12 km W of Petrolia, CA",earthquake,1.78,7.84000015,1.866,5,automatic,nc,nc
2024-12-05T21:04:33.740Z,40.3206672668457,-124.890663146973,11.4300003051758,2.49,md,9,321,0.4636,0.08,nc,nc75096326,2024-12-05T21:32:16.300Z,"51 km W of Petrolia, CA",earthquake,8.55,4.88000011,0.07,5,automatic,nc,nc
2024-12-05T20:56:55.060Z,40.3061676025391,-124.629997253418,12.8000001907349,2.56,md,10,289,0.242,0.06,nc,nc75096291,2024-12-05T21:12:18.066Z,"29 km W of Petrolia, CA",earthquake,3.68,1.88,0.09,9,automatic,nc,nc
2024-12-05T20:54:43.050Z,40.3136672973633,-124.483001708984,12.3100004196167,2.31,md,7,311,0.1522,0.03,nc,nc75096281,2024-12-05T21:12:17.065Z,"17 km W of Petrolia, CA",earthquake,5.21,1.44000006,,1,automatic,nc,nc
2024-12-05T20:53:55.550Z,40.324333190918,-125.059669494629,0.109999999403954,3.34,ml,18,298,0.5649,0.41,nc,nc75096391,2024-12-06T08:07:16.760Z,"66 km WNW of Petrolia, CA",earthquake,10.33,15.2600002,0.299,4,automatic,nc,nc
2024-12-05T20:46:45.490Z,40.416332244873,-125.075164794922,7.40999984741211,2.91,ml,40,265,0.5775,0.32,nc,nc75096256,2024-12-06T06:17:18.020Z,"68 km WNW of Petrolia, CA",earthquake,3.49,5.07000017,0.272,8,automatic,nc,nc
2024-12-05T20:39:28.740Z,40.3833333333333,-125.127333333333,22.94,3.48,ml,121,233,0.6073,0.21,nc,nc75096241,2024-12-07T16:22:17.153Z,"72 km WNW of Petrolia, CA",earthquake,1.03,7.21,0.178,62,reviewed,nc,nc
2024-12-05T20:32:32.070Z,40.3456666666667,-124.786,21.35,3.38,ml,16,281,0.3662,0.1,nc,nc75096226,2024-12-06T16:07:16.035Z,"43 km WNW of Petrolia, CA",earthquake,0.64,0.97,0.212,12,reviewed,nc,nc
2024-12-05T20:28:47.690Z,40.3129997253418,-124.505165100098,10.8299999237061,3.41,ml,21,270,0.1267,0.07,nc,nc75096211,2024-12-06T05:32:14.510Z,"19 km W of Petrolia, CA",earthquake,1.18,0.319999993,0.328,11,automatic,nc,nc
2024-12-05T20:21:09.480Z,40.2608337402344,-124.546333312988,3.49000000953674,2.94,md,7,318,0.2492,0.04,nc,nc75096371,2024-12-06T07:47:16.624Z,"23 km W of Petrolia, CA",earthquake,5.79,3.03999996,0.1,5,automatic,nc,nc
2024-12-05T20:16:09.320Z,40.3221666666667,-124.486,10.76,2.29,md,16,266,0.1147,0.07,nc,nc75096191,2024-12-07T07:07:18.282Z,"17 km W of Petrolia, CA",earthquake,1.94,0.45,0.362,11,reviewed,nc,nc
2024-12-05T20:12:09.640Z,40.3721656799316,-124.89282989502,0.910000026226044,3.95,ml,47,244,0.4289,0.26,nc,nc75096186,2024-12-06T05:07:15.344Z,"52 km WNW of Petrolia, CA",earthquake,2.95,5.21999979,0.296,12,reviewed,nc,nc
2024-12-05T20:09:35.040Z,40.2391662597656,-124.904663085938,7.8600001335144,2.85,md,7,339,0.4329,0.04,nc,nc75096176,2024-12-06T04:47:19.210Z,"53 km W of Petrolia, CA",earthquake,6.96,4.94999981,0.07,6,automatic,nc,nc
2024-12-05T20:08:54.870Z,40.309,-124.615666666667,21.35,2.99,md,13,284,0.2699,0.16,nc,nc75096171,2024-12-06T21:27:17.276Z,"28 km W of Petrolia, CA",earthquake,4.78,1.22,0.259,17,reviewed,nc,nc
2024-12-05T20:04:45.350Z,40.3396666666667,-124.756,12.46,4.43,ml,15,279,0.3472,0.2,nc,nc75001648,2024-12-06T20:10:10.376Z,"40 km WNW of Petrolia, CA",earthquake,0.82,1.13,0.165,4,reviewed,nc,nc
2024-12-05T20:04:22.680Z,40.3403333333333,-124.908833333333,8,4.04,ml,87,225,0.4361,0.28,nc,nc75096156,2024-12-06T20:07:45.549Z,"53 km WNW of Petrolia, CA",earthquake,0.62,1.05,0.129,3,reviewed,nc,nc
2024-12-05T20:00:21.140Z,40.4835014343262,-124.519996643066,24.9300003051758,3.85,ml,43,246,0.1394,0.11,nc,nc75096151,2024-12-06T04:07:14.941Z,"24 km WSW of Ferndale, CA",earthquake,1.09,0.709999979,0.222,15,reviewed,nc,nc
2024-12-05T19:58:03.410Z,40.2991666666667,-124.5075,8.2,3.51,md,37,259,0.1266,0.16,nc,nc75096146,2024-12-06T21:57:15.487Z,"19 km W of Petrolia, CA",earthquake,0.42,0.36,0.181,33,reviewed,nc,nc
2024-12-05T19:48:19.860Z,40.484001159668,-125.060333251953,0.129999995231628,3.11,ml,29,280,0.6143,0.48,nc,nc75096111,2024-12-06T03:32:17.698Z,"68 km WNW of Petrolia, CA",earthquake,7.12,14.1499996,0.238,11,automatic,nc,nc
2024-12-05T19:46:53.330Z,40.3931666666667,-124.996666666667,12.85,3.24,ml,45,258,0.5098,0.13,nc,nc75096106,2024-12-07T16:37:14.251Z,"61 km WNW of Petrolia, CA",earthquake,1.76,1.8,0.182,24,reviewed,nc,nc
2024-12-05T19:38:07.690Z,40.3511657714844,-124.490501403809,19.7999992370605,3.26,ml,8,319,0.1291,0.15,nc,nc75096066,2024-12-06T02:47:18.405Z,"18 km WNW of Petrolia, CA",earthquake,5.42,1.79999995,0.204,6,automatic,nc,nc
2024-12-05T19:36:38.630Z,40.3786666666667,-124.949333333333,10,3.6,ml,147,232,0.4725,0.27,nc,nc75096071,2024-12-09T01:32:16.982Z,"57 km WNW of Petrolia, CA",earthquake,0.73,31.61,0.147,95,reviewed,nc,nc
2024-12-05T19:31:23.290Z,40.3030014038086,-124.802169799805,-0.419999986886978,3.08,ml,16,255,0.3964,0.5,nc,nc75096051,2024-12-06T02:32:17.305Z,"44 km W of Petrolia, CA",earthquake,8.14,15.1899996,0.244,4,automatic,nc,nc
2024-12-05T19:28:54.610Z,40.2653350830078,-124.586334228516,17.1599998474121,3.09,ml,13,311,0.2378,0.07,nc,nc75096036,2024-12-06T01:57:17.052Z,"26 km W of Petrolia, CA",earthquake,2.55,0.75999999,0.049,4,automatic,nc,nc
2024-12-05T19:21:14.540Z,40.3313333333333,-124.680166666667,4.31,3.38,ml,53,248,0.2617,0.19,nc,nc75096026,2024-12-10T03:56:18.100Z,"34 km WNW of Petrolia, CA",earthquake,0.73,0.83,0.165,64,reviewed,nc,nc
2024-12-05T19:18:47.540Z,40.3303333333333,-124.974333333333,1.9,2.91,md,13,289,0.6278,0.18,nc,nc75001653,2024-12-06T18:52:15.197Z,"58 km WNW of Petrolia, CA",earthquake,6.16,7.26,0.368,7,reviewed,nc,nc
2024-12-05T19:18:19.030Z,40.3633333333333,-124.696,15.6,3.55,ml,20,280,0.4354,0.11,nc,nc75095996,2024-12-08T13:29:13.040Z,"35 km WNW of Petrolia, CA",earthquake,3.06,1.34,0.143,9,reviewed,nc,nc
2024-12-05T19:14:42.550Z,40.3516654968262,-124.971168518066,0.170000001788139,3.71,md,33,259,0.496,0.23,nc,nc75095981,2024-12-06T00:57:15.621Z,"58 km WNW of Petrolia, CA",earthquake,1.57,4.94999981,0.27,14,reviewed,nc,nc
2024-12-05T19:10:07.870Z,40.347,-124.926333333333,10,3.5,ml,113,233,0.4502,0.25,nc,nc75095961,2024-12-09T16:54:34.961Z,"54 km WNW of Petrolia, CA",earthquake,0.67,31.61,0.182,79,reviewed,nc,nc
2024-12-05T19:05:51.110Z,40.3253333333333,-124.671666666667,9.08,3.7,ml,56,241,0.2543,0.23,nc,nc75095936,2024-12-09T17:42:16.527Z,"33 km WNW of Petrolia, CA",earthquake,0.72,0.59,0.148,109,reviewed,nc,nc
2024-12-05T19:02:46.050Z,40.4813346862793,-124.624168395996,-0.270000010728836,3.33,ml,33,259,0.3045,0.47,nc,nc75095901,2024-12-09T16:52:54.742Z,"32 km W of Ferndale, CA",earthquake,4.76,8.81999969,0.145,7,automatic,nc,nc
2024-12-05T18:46:27.619Z,40.4422,-125.0287,10,4.7,ml,20,253,0.694,0.54,us,us7000nwbj,2024-12-06T18:50:08.920Z,"66 km WSW of Ferndale, California",earthquake,4.16,1.995,0.066,30,reviewed,us,us
2024-12-05T18:44:21.110Z,40.374,-125.021666666667,10,7,mw,172,229,0.5261,0.23,nc,nc75095651,2024-12-11T01:00:28.149Z,"2024 Offshore Cape Mendocino, California Earthquake",earthquake,0.63,31.61,0.018,303,reviewed,nc,nc
